Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq
1MS3,MONTFORT JONES MEMORIAL HOSPITAL,KOSCIUSKO,MS,33.066667,-89.598333,455,
1MS4,METHODIST MEDICAL CENTER,JACKSON,MS,32.288333,-90.256667,366,
1MS5,GENERAL DAN C MILLS EMERGENCY,BYHALIA,MS,34.888333,-89.703333,44,
1MS6,EAGLES RIDGE,HERNANDO,MS,34.796667,-89.913333,262,
1MS7,SMITH COUNTY GENERAL HOSPITAL,RALEIGH,MS,32,-89.52,535,
1MS8,COLUMBUS AFB AUX FIELD,SHUQUALAK,MS,32.94,-88.58,260,
1MS9,PIKER-TOO,CENTREVILLE,MS,31.011667,-90.968333,300,
1N0,RIDGELY AIRPARK,RIDGELY,MD,38.97,-75.866667,63,122.8
1N2,SPADARO,EAST MORICHES,NY,40.828333,-72.748333,50,123
1N3,ALBERT,PHILIPSBURG,PA,40.975,-78.25,1784,122.9
1N4,WOODBINE MUNI,WOODBINE,NJ,39.218333,-74.795,42,122.8
1N5,BENNETT,SALISBURY,MD,38.413333,-75.61,40,122.8
1N6,NORDHEIM FLYING K AIRPARK,BARGAINTOWN,NJ,39.393333,-74.606667,53,
1N7,BLAIRSTOWN,BLAIRSTOWN,NJ,40.971667,-74.996667,372,123
1N9,ALLENTOWN QUEEN CITY MUNI,ALLENTOWN,PA,40.57,-75.488333,399,122.7
1NA0,BOHN AIRSTRIP,MOUNTAIN,ND,48.731667,-97.89,1142,
1NA2,ANTELOPE,RICHARDTON,ND,46.853333,-102.20833,2430,
1NA4,LOGGING CAMP RANCH AIRSTRIP,AMIDON,ND,46.593333,-103.515,2420,
1NA5,GIENGER/BOX BAR RANCH,STREETER,ND,46.625,-99.45,1950,
1NA6,DAVIES AIRSTRIP,VALLEY CITY,ND,46.96,-98.108333,1430,
1NA7,HANDEGARD AIRSTRIP,ALMONT,ND,46.58,-101.51667,1890,
1NA8,PRESZLER AIRSTRIP,BRADDOCK,ND,46.69,-100.095,1795,
1NA9,MYRAN AIRSTRIP,TAYLOR,ND,47.033333,-102.495,2120,
1NC0,DELK'S,ASHEBORO,NC,35.721667,-79.941667,460,
1NC1,USAR CENTER CHARLOTTE,CHARLOTTE,NC,35.218333,-80.806667,710,
1NC2,TRAINING AND TECHNOLOGY CENTER,CORNELIUS,NC,35.44,-80.94,768,
1NC3,FLETCHER'S,ELIZABETH CITY,NC,36.18,-76.148333,7,
1NC5,USAR CENTER RALEIGH,RALEIGH,NC,35.8,-78.68,450,
1NC6,ARANT,WINGATE,NC,35.056667,-80.45,577,
1NC7,DONALD'S AIR PARK INC.,PLYMOUTH,NC,35.733333,-76.67,18,
1NC8,SEVEN LAKES,WEST END,NC,35.235,-79.581667,580,
1ND0,ERICKSON FLD,HETTINGER,ND,46.191667,-102.52167,2550,
1ND1,FORDAHL,HETTINGER,ND,46.18,-102.54667,2541,
1ND2,BOEDER,HOPE,ND,47.385,-97.713333,1240,
1ND3,HAMRY FIELD,KINDRED,ND,46.648333,-97.005,945,122.9
1ND6,VISTO'S,LUDDEN,ND,45.966667,-98.178333,1325,
1ND7,DITTMER,LYNCHBURG,ND,46.828333,-97.266667,943,
1ND9,WACHTER RANCH PRIVATE,MANDAN,ND,46.943333,-100.93833,1645,
1NE0,HIGGINS BROS,BROWNLEE,NE,42.316667,-100.41667,2860,
1NE1,PAUL RIDDER RANCH,CALLAWAY,NE,41.283333,-100.05,2880,
1NE2,WITTHUHN,CALLAWAY,NE,41.325,-99.916667,2700,
1NE3,O & N,CHADRON,NE,42.836667,-102.99167,3401,
1NE5,SIBBERNSEN,WASHINGTON,NE,41.406667,-96.285,1280,
1NE6,MILLER AIRSTRIP,DALTON,NE,41.34,-102.77833,4100,
1NE9,KOCH RANCH,ELLSWORTH,NE,42.043333,-102.19167,3937,
1NJ0,JERSEY TURNPIKE,NEW BRUNSWICK,NJ,40.476667,-74.408333,102,
1NJ1,RUTGER'S HELISTOP SEC. A & B,NEW BRUNSWICK,NJ,40.48,-74.435,116,
1NJ2,NEW BRUNSWICK GAS DISTN,NEW BRUNSWICK,NJ,40.473333,-74.483333,114,
1NJ4,RUTGERS HELISTOP NR 1,NEW BRUNSWICK,NJ,40.516667,-74.466667,85,
1NJ5,MILANA,BLAIRSTOWN,NJ,40.951667,-75.918333,700,
1NJ6,IDYLEASE HELISTOP,NEWFOUNDLAND,NJ,41.055,-74.43,525,
1NJ7,SKYTOP FARMS,TOWACO,NJ,40.946667,-74.355,850,
1NJ8,SCARDO'S,OAKLAND,NJ,41.033333,-74.233333,344,
1NJ9,AIR TRACTOR,SUSSEX,NJ,41.291667,-74.551667,520,
1NK0,ROXBURY RUNWAY,ROXBURY,NY,42.296667,-74.548333,1600,
1NK1,STONE RIDGE,STONE RIDGE,NY,41.89,-74.151667,285,
1NK2,ONEIDA CITY HOSPITAL,ONEIDA,NY,43.075,-75.651667,523,
1NK3,TROY ARMORY,TROY,NY,42.69,-73.703333,188,
1NK4,WAGSTAFF,WEST ISLIP,NY,40.686667,-73.305,20,
1NK5,WESTTOWN,WESTTOWN,NY,41.361667,-74.525,600,
1NK6,CATALANO AIRFIELD,WILMINGTON,NY,44.423333,-73.75,840,
1NK7,BOONVILLE INC,BOONVILLE,NY,43.466667,-75.25,1200,
1NK8,CHENANGO BRIDGE,BINGHAMTON,NY,42.191667,-75.841667,940,
1NK9,HUNTINGTON EMERGENCY HELISTOP,HUNTINGTON,NY,40.883333,-73.423333,12,
1NY0,WALLBRIDGE,POMPEY,NY,42.883333,-76,1383,
1NY1,PULASKI,PULASKI,NY,43.55,-76.113333,430,
1NY2,KIDDER FLD,PULASKI,NY,43.616667,-76.163333,360,
1NY3,RICHLAND,RICHLAND,NY,43.566667,-76.033333,560,
1NY4,HIGH BANKS FARM LANDING AREA,SARANAC,NY,44.618333,-73.911667,1520,
1NY5,SHERMAN FIELD,POUGHKEEPSIE,NY,41.638333,-73.743333,625,
1NY7,MINARD FARMS,CLINTON DALE,NY,41.708333,-74.061667,450,
1NY8,KILLIAN AIRFIELD,SCIPIO,NY,42.8,-76.583333,1020,
1O0,LAKE WOAHINK,FLORENCE,OR,43.905,-124.11333,47,122.9
1O2,LAMPSON FIELD,LAKEPORT,CA,38.99,-122.9,1378,122.8
1O3,LODI,LODI,CA,38.201667,-121.27,58,122.9
1O5,MONTAGUE-YREKA ROHRER FIELD,MONTAGUE,CA,41.73,-122.545,2527,122.8
1O6,DUNSMUIR MUNI-MOTT,DUNSMUIR,CA,41.263333,-122.27167,3258,122.8
1OH0,CLINTON MEMORIAL HOSPITAL,WILMINGTON,OH,39.445,-83.84,1022,
1OH1,S AND S FLD,QUINCY,OH,40.301667,-83.976667,1057,
1OH2,CULP FIELD,RUSHSYLVANIA,OH,40.475,-83.676667,1260,
1OH3,MATHER FIELD,CASTALIA,OH,41.39,-82.763333,640,
1OH4,FORTMAN,ST MARYS,OH,40.555,-84.386667,885,
1OH5,MINIT-MEN INC,SAN MARGHARETA,OH,39.996667,-83.085,685,
1OH6,ODOT,SIDNEY,OH,40.298333,-84.163333,1026,
1OH7,DERRY LANDING STRIP,SONORA,OH,39.993333,-81.863333,905,
1OH8,LISBON AIRFIELD,SOUTH CHARLESTON,OH,39.866667,-83.633333,1160,
1OH9,LEWIS,PEEBLES,OH,38.935,-83.4,862,
1OI0,MANAIRCO,MANSFIELD,OH,40.805,-82.511667,1265,
1OI1,PAULS,MIDDLEFIELD,OH,41.428333,-81.063333,1191,
1OI4,SOM JACKSON,MORELAND HILLS,OH,41.441667,-81.443333,1050,
1OI6,STONE,NEW LEBANON,OH,39.77,-84.416667,976,
1OI7,KNIGHT,NORWALK,OH,41.158333,-82.566667,925,
1OI9,MC COLLOCH'S,PIQUA,OH,40.176667,-84.295,990,
1OK0,NEVERSWEAT,KELLYVILLE,OK,35.895,-96.28,775,
1OK1,DAVE'S PLACE,KINGFISHER,OK,35.825,-97.806667,1160,
1OK2,WYATT,GOLDSBY,OK,35.098333,-97.47,1163,
1OK3,MC CASLIN,LEXINGTON,OK,35.091667,-97.336667,1135,
1OK4,MC CURTAIN MEMORIAL HOSPITAL,IDABEL,OK,33.881667,-94.811667,480,
1OK5,HOHMAN,LONE WOLF,OK,34.983333,-99.23,1563,
1OK6,STAMPER RANCH,LUTHER,OK,35.721667,-97.205,1020,
1OK7,GRIMES,MAYSVILLE,OK,34.8,-97.481667,1035,
1OK8,5B RANCH,EDMOND,OK,35.73,-97.541667,1085,
1OK9,HANKINS,MARIETTA,OK,33.975,-97.09,843,
1OR0,SUNNYHILL,NORTH BEND,OR,43.483333,-124.20333,320,
1OR1,CHEHALEM MOUNTAIN,NEWBERG,OR,45.355,-122.94667,900,
1OR2,MENASHA  PAD,NORTH BEND,OR,43.408333,-124.21833,14,
1OR3,SUNSET AIR STRIP,NORTH PLAINS,OR,45.591667,-123.01,207,
1OR4,NORTH PLAINS,NORTH PLAINS,OR,45.603333,-123.025,210,
1OR5,REED,OLEX,OR,45.486667,-120.22667,1550,
1OR6,CLACKAMAS HEIGHTS,OREGON CITY,OR,45.366667,-122.55167,540,
1OR7,SKYHILL,OREGON CITY,OR,45.288333,-122.45667,720,
1OR8,CLACKAMAS COUNTY REDSOILS,OREGON CITY,OR,45.335,-122.59667,470,
1OR9,WILLAMETTE FALLS COMMUNITY HOSPI,OREGON CITY,OR,45.358333,-122.58667,275,
1PA0,HINAMAN ACRES,JERSEY SHORE,PA,41.133333,-77.2,800,
1PA1,401 CITY AVENUE,PHILADELPHIA,PA,40.01,-75.213333,234,
1PA2,ST CHRISTOPHER'S HOSPITAL FOR CH,PHILADELPHIA,PA,40.006667,-75.125,163,
1PA3,RIDGEVIEW,KELLERS CHURCH,PA,40.45,-75.2,520,
1PA6,WHITTLE,KENNETT SQUARE,PA,39.826667,-75.723333,345,
1PA7,PHILMONT,HUNTINGTON VALLEY,PA,40.125,-75.033333,250,
1PA8,HAYCOCK MT BRIGADE,KINTNERSVILLE,PA,40.521667,-75.236667,520,
1PA9,SCHADELS,KLINGERSTOWN,PA,40.666667,-76.683333,700,
1PN1,NAPODANO,TRANSFER,PA,41.335,-80.42,1060,
1PS0,SOUTHERN ADAMS COUNTY,GETTYSBURG,PA,39.761667,-77.275,530,122.9
1PS1,HERMITAGE CENTRAL FIRE STATION,HERMITAGE,PA,41.24,-80.465,1165,
1PS3,P J VALVES,MYERSTOWN,PA,40.361667,-76.325,495,
1PS4,SANKEY,OSCEOLA MILLS,PA,40.861667,-78.258333,1620,
1PS5,CHILDREN'S HOSPITAL,PHILADELPHIA,PA,39.948333,-75.195,167,
1PS6,FRANKFORD HOSPITAL-TORRESDALE DI,PHILADELPHIA,PA,40.07,-74.981667,99,
1PS7,HAHNEMANN,PHILADELPHIA,PA,39.956667,-75.163333,166,
1PS8,PUNXSUTAWNEY AREA HOSPITAL,PUNXSUTAWNEY,PA,40.961667,-79.001667,1515,
1PS9,WICKER & WINGS AERODROME,TRUMBAUERSVILLE,PA,40.403333,-75.37,590,122.9
1Q0,NEWTON FIELD,STRATFORD,CA,36.156667,-119.85,194,
1Q1,ECKERT FIELD,STRATHMORE,CA,36.161667,-119.05,426,122.8
1Q2,SPAULDING,SUSANVILLE,CA,40.653333,-120.76833,5110,122.9
1Q3,WESTLAKE FARMS,STRATFORD,CA,36.12,-119.88833,192,
1Q4,NEW JERUSALEM,TRACY,CA,37.678333,-121.3,62,122.9
1Q5,GRAVELLY VALLEY,UPPER LAKE,CA,39.45,-122.955,1900,122.9
1Q6,STRATFORD GRAIN & SEED,STRATFORD,CA,36.16,-119.81333,192,
1Q9,MILI,MILI ISLAND,RM,6.083333,170.2667,4,122.9
1R1,JENA,JENA,LA,31.671667,-92.158333,212,122.9
1R2,STECIAK STRIP,HARRAH,OK,35.488333,-97.191667,1100,
1R4,WOODWORTH,WOODWORTH,LA,31.13,-92.5,140,122.9
1R5,CAMERON AIRSTRIP,CAMERON,LA,29.803333,-93.335,5,
1R7,BROOKHAVEN-LINCOLN COUNTY,BROOKHAVEN,MS,31.606667,-90.408333,489,122.8
1R8,BAY MINETTE MUNI,BAY MINETTE,AL,30.87,-87.816667,248,122.8
1R9,CUT AND SHOOT,CONROE,TX,30.316667,-95.333333,170,
1S0,PIERCE COUNTY - THUN FIELD,PUYALLUP,WA,47.103333,-122.28833,530,122.8
1S1,ECKHART INTL,PORTHILL,ID,48.995,-116.50167,1756,122.8
1S2,DARRINGTON MUNI,DARRINGTON,WA,48.258333,-121.61,543,122.9
1S3,TILLITT FIELD,FORSYTH,MT,46.271667,-106.62333,2727,122.8
1S4,SCAPPOOSE INDUSTRIAL AIRPARK,SCAPPOOSE,OR,45.773333,-122.86167,55,122.8
1S5,SUNNYSIDE MUNI,SUNNYSIDE,WA,46.328333,-119.97,764,122.9
1S6,PRIEST RIVER MUNI,PRIEST RIVER,ID,48.19,-116.91,2187,122.9
1S7,SLATE CREEK,SLATE CREEK,ID,45.675,-116.31,1660,122.9
1S8,ARLINGTON MUNI,ARLINGTON,OR,45.716667,-120.16833,890,122.9
1S9,SAND CANYON,CHEWELAH,WA,48.313333,-117.74333,2075,122.9
1SD0,DORSEY RANCH,GLAD VALLEY,SD,45.323333,-101.74167,2350,
1SD2,CAMP RAPID,RAPID CITY,SD,44.073333,-103.27167,3345,
1SD3,TURKEY RIDGE,HURLEY,SD,43.233333,-97.15,1325,
1SD4,VIG LIMOUSIN,FAITH,SD,44.866667,-102.41667,2552,
1SD5,DRAKE FARM,WHITE LAKE,SD,43.768333,-98.798333,1659,
1SD6,BOGNER NO II,OELRICH'S,SD,43.11,-103.23,3500,
1SD8,TRIBITT,ALBEE,SD,45.048333,-96.553333,1175,
1SD9,SIOUX VALLEY HOSPITAL,SIOUX FALLS,SD,43.535,-96.745,1708,
1T1,2 G RANCH,COLUMBUS,TX,29.65,-96.58,255,
1T2,WALLACE RANCH,COMFORT,TX,30.016667,-98.85,1510,
1T3,HUNT RANCH,COMFORT,TX,30.036667,-98.698333,1600,
1T4,B. J. MC COMBS SISTERDALE,COMFORT,TX,29.976667,-98.743333,1447,
1T5,COMFORT AIRPARK,COMFORT,TX,29.928333,-98.94,1470,
1T6,LAZY TWO RANCH,COMSTOCK,TX,29.941667,-101.23833,1830,
1T7,CONTINENTAL RANCH,COMSTOCK,TX,29.85,-101.28833,1540,
1T9,FENNER RANCH,CORDELE,TX,29.193333,-96.688333,126,
1TA0,HOECHST BAYPORT,SEABROOK,TX,29.611667,-95.01,16,
1TA1,TGP 32,JASPER,TX,30.985,-94.138333,118,
1TA2,VIGO PARK,TULIA,TX,34.65,-101.5,3383,
1TA3,D W C,ALVIN,TX,29.453333,-95.236667,39,
1TA4,LAST RESORT,CROCKETT,TX,31.458333,-95.296667,420,
1TA5,TWO LEGGS,DENVER CITY,TX,32.941667,-103,3625,
1TA6,GLOBAL HELICOPTER TECHNOLOGY,HURST,TX,32.806667,-97.168333,520,
1TA7,RED BRANCH INTL,GORDONVILLE,TX,33.813333,-96.906667,750,
1TA8,TURBOMECA,GRAND PRAIRIE,TX,32.698333,-97.046667,592,
1TA9,KTRK TV STATION,HOUSTON,TX,29.725,-95.43,80,
1TN0,LEE FIELD,LEBANON,TN,36.248333,-86.311667,580,
1TN1,CLAYTON,LOUISVILLE,TN,35.865,-83.956667,900,
1TN2,KAY,ROGERSVILLE,TN,36.446667,-83.111667,1250,
1TN3,CONN,CLARKSVILLE,TN,36.541667,-87.291667,480,
1TN4,BISHOP RESIDENCE,CLINTON,TN,36.145,-84.095,870,
1TN5,MAURY REGIONAL HOSPITAL,COLUMBIA,TN,35.556667,-87.053333,651,
1TN6,HIGDON AIRFIELD,KARNS,TN,35.973333,-84.156667,1000,
1TN7,BRENDLE'S,KINGSPORT,TN,36.548333,-82.521667,1210,
1TN8,RAMADA HELISTOP,KINGSPORT,TN,36.566667,-82.516667,1275,
1TN9,RUTLEDGE FALLS,MANCHESTER,TN,35.413333,-86.136667,1082,
1TS0,EAGLE AIR,OAK ISLAND,TX,29.67,-94.67,8,
1TS1,LAAS FARM,PATTISON,TX,29.913333,-95.993333,165,
1TS2,CIG 812,MANVEL,TX,29.445,-95.358333,48,
1TS3,B & S,SAN LEON,TX,29.496667,-94.95,16,
1TS5,SUGAR GROVE,STAFFORD,TX,29.643333,-95.581667,81,
1TS7,CIG 804,REFUGIO,TX,28.313333,-97.045,24,
1TS8,SMALL RANCH,COLORADO CITY,TX,32.288333,-100.71833,2300,
1TS9,L W B RANCH,CORNUDAS,TX,31.783333,-105.44333,4300,
1TX0,MEADOWVIEW,GREENVILLE,TX,33.063333,-96.13,540,
1TX1,YOAKUM,GUSTINE,TX,31.855,-98.415,1130,
1TX2,J Y RANCH-R B MASTERSON III ESTA,GUTHRIE,TX,33.716667,-100.15,1808,
1TX3,BEGGS RANCH,GUTHRIE,TX,33.425,-100.54167,1870,
1TX4,BAR S RANCH,GUTHRIE,TX,33.466667,-100.41667,1951,
1TX5,LANEY FARM,HALE CENTER,TX,34.13,-101.90833,3483,
1TX6,MUXWORTHY,HAMILTON,TX,31.698333,-98.096667,1210,
1TX7,KILLION RANCH,HAMLIN,TX,32.805,-100.18333,1845,
1TX8,HART AERIAL,HART,TX,34.37,-102.08333,3655,
1TX9,HAWK RANCH,HAWKINS,TX,32.638333,-95.161667,335,
1U0,BEAR TRAP,MINIDOKA,ID,42.975,-113.35,4716,122.9
1U1,MOOSE CREEK /USFS/,MOOSE CREEK RANGER STATION,ID,46.12,-114.92667,2454,122.9
1U2,MUD LAKE/WEST JEFFERSON COUNTY/,MUD LAKE,ID,43.848333,-112.49833,4787,122.9
1U3,MURPHY,MURPHY,ID,43.216667,-116.54833,2855,122.9
1U4,NEW MEADOWS,NEW MEADOWS,ID,44.978333,-116.285,3908,122.9
1U6,OAKLEY MUNI,OAKLEY,ID,42.233333,-113.87833,4650,122.9
1U7,BEAR LAKE COUNTY,PARIS,ID,42.246667,-111.33833,5928,122.8
1U8,PICABO,PICABO,ID,43.308333,-114.06333,4828,122.9
1U9,PINE,PINE,ID,43.461667,-115.31,4232,122.9
1V0,NAVAJO STATE PARK,NAVAJO DAM,NM,36.808333,-107.65167,6475,122.9
1V2,GRANT COUNTY MUNI,HYANNIS,NE,42.01,-101.77,3710,122.9
1V5,BOULDER MUNI,BOULDER,CO,40.04,-105.225,5288,122.7
1V6,FREMONT COUNTY,CANON CITY,CO,38.43,-105.10833,5439,122.8
1V8,LEACH,CENTER,CO,37.785,-106.03833,7598,122.8
1V9,BLAKE FIELD,DELTA,CO,38.783333,-108.06667,5166,122.8
1VA0,SABOT,SABOT,VA,37.63,-77.746667,255,
1VA1,MICRO,STUART,VA,36.735,-80.45,2950,
1VA2,LEWIS GALE CLINIC INC.,SALEM,VA,37.263333,-80.031667,1070,
1VA3,TYE RIVER,LOVINGSTON,VA,37.658333,-78.945,650,
1VA4,EVERGREEN,MARSHALL,VA,38.936667,-77.818333,525,
1VA5,HOFFMAN'S FARM,SEVERN,VA,37.27,-76.393333,3,
1VA7,AARON PENSTON FLD,SOUTH BOSTON,VA,36.666667,-78.723333,413,
1VA8,SHACKELFORD,SPERRYVILLE,VA,38.59,-78.228333,688,
1VA9,FLYING T FARM,STAFFORD,VA,38.433333,-77.47,255,
1W2,BALTIMORE AIRPARK,BALTIMORE,MD,39.405,-76.426667,230,123
1W3,MEXICO FARMS,CUMBERLAND,MD,39.605,-78.76,607,122.8
1W5,HOBY WOLF,ELDERSBURG,MD,39.408333,-76.926667,600,122.9
1W6,FARMINGTON,FARMINGTON,MD,39.676667,-76.036667,445,
1W8,RESERVOIR,FINKSBURG,MD,39.481667,-76.881667,550,
1WA1,WEBER POINT,REDMOND,WA,47.646667,-122.08667,32,
1WA2,BOEING EVERETT RAMP SITE 2,EVERETT,WA,47.921667,-122.27833,603,
1WA3,CALKINS EQUIPMENT COMPANY,EVERETT,WA,47.98,-122.18667,10,
1WA4,PROVIDENCE HOSPITAL,EVERETT,WA,47.976667,-122.215,319,
1WA5,GENERAL HOSPITAL OF EVERETT,EVERETT,WA,48,-122.205,296,
1WA6,CAMPBELL AIRSTRIP,FALL CITY,WA,47.56,-121.86333,140,
1WA7,DEPT OF NATURAL RESOURCES HELIPA,FORKS,WA,47.95,-124.385,305,
1WA8,MADIGAN HOSPITAL,FORT LEWIS,WA,47.106667,-122.55,300,
1WA9,FRIDAY WEST,FRIDAY HARBOR,WA,48.535,-123.045,150,
1WI0,SPRING VALLEY FARM,ORFORDVILLE,WI,42.643333,-89.311667,850,
1WI1,WILLIAMS,OSHKOSH,WI,43.933333,-88.705,800,
1WI2,FLYING S RANCH,PORT WASHINGTON,WI,43.365,-87.886667,705,
1WI3,BED-AH-WICK FIELD,PRINCETON,WI,43.85,-89.116667,787,
1WI4,JOHNSON WAX,RACINE,WI,42.708333,-87.791667,640,
1WI5,BEAVER DAM LAKE,RANDOLPH,WI,43.515,-88.953333,871,
1WI6,AERO ESTATES,RAYMOND TOWNSHIP,WI,42.84,-88.063333,825,
1WI7,BUZZARDS ROOST,REDGRANITE,WI,44.021667,-89.096667,805,
1WI9,BLACKHAWK ISLAND,FORT ATKINSON,WI,42.913333,-88.866667,800,
1X0,MONROE AIRPARK,BELLEVIEW,FL,29.018333,-82.113333,75,
1X3,MORNING STAR SOUTH,FORT MYERS,FL,26.656667,-82.121667,12,
1X4,WILLIS,BOYNTON BEACH,FL,26.548333,-80.215,18,
1X5,KOCH FIELD AT BETHESDA MEMORIAL,BOYNTON BEACH,FL,26.5,-80.053333,35,
1X6,LEWIS,BRANDON,FL,27.898333,-82.183333,45,
1X8,BRYANT AIR STRIP,BRYANT,FL,26.85,-80.616667,16,
1XS0,DOUBLE U RANCH,SPRING BRANCH,TX,29.921667,-98.481667,1170,
1XS3,TWIN FALLS RANCH,TARPLEY,TX,29.683333,-99.286667,1460,
1XS4,BARTON FIELD,TAYLOR,TX,30.453333,-97.255,530,
1XS6,LITTLE ELM FIELD,TEMPLE,TX,31.123333,-97.315,652,
1XS7,HEATH CANYON,TERLINGUA,TX,29.45,-102.83167,1857,
1XS9,BEEFMASTER'S BEST,THREE RIVERS,TX,28.395,-98.221667,250,
1Y0,MANNING MUNI,MANNING,IA,41.9,-95.066667,1321,122.9
1Y1,KNOOP,MARBLE ROCK,IA,42.971667,-92.995,1086,122.9
1Y2,NESLER FIELD,MOORLAND,IA,42.433333,-94.283333,1147,122.9
1Y3,JUDGE LEWIS FLD MT AYR MUNI,MOUNT AYR,IA,40.705,-94.223333,1265,122.9
1Y4,DUMAY,MC COMB,MS,31.248333,-90.408333,377,
1Y5,NEW HAMPTON MUNI,NEW HAMPTON,IA,43.086667,-92.343333,1173,122.9
1Y6,SPOTTS FIELD,NORA SPRINGS,IA,43.136667,-93.068333,1155,
1Y9,PAULLINA MUNI,PAULLINA,IA,42.988333,-95.665,1385,122.9
1Z1,GRAND CANYON BAR TEN AIRSTRIP,WHITMORE,AZ,36.26,-113.23167,4100,122.9
1Z9,ELLAMAR,ELLAMAR,AK,60.893333,-146.70333,0,122.9
20A,ROBBINS FIELD,ONEONTA,AL,33.971667,-86.38,1140,122.9
20CA,CLAYTON,BLYTHE,CA,33.603333,-114.645,261,
20CO,LOOKOUT CENTER ROOFTOP,GOLDEN,CO,39.735,-105.20667,5918,
20E,MARICOPA MEDICAL CENTER,PHOENIX,AZ,33.456667,-112.025,1117,
20F,REECE RANCH,ITASCA,TX,32.196667,-97.09,880,
20FD,PRATT RANCH,GREENVILLE,FL,30.425,-83.576667,100,
20FL,LAKE SUZY ESTATES,PORT CHARLOTTE,FL,27.043333,-82.043333,25,
20GA,STOCKMAR,VILLA RICA,GA,33.756667,-84.885,1110,
20I,GILMER,LEWISBURG,OH,39.83,-84.51,1045,
20II,FORT BENJAMIN HARRISON BLDG 1,INDIANAPOLIS,IN,39.853333,-86.018333,865,
20IL,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,41.668333,-87.813333,717,
20IS,MITEK,WINSLOW,IL,42.496667,-89.791667,777,
20KS,AIRPARK ESTATES,AUGUSTA,KS,37.676667,-96.885,1340,
20L,SHELL WESTERN E & P INC,HUNTINGTON BEACH,CA,33.68,-118.02833,40,
20LA,SOUTH LOUISIANA MEDICAL CENTER,HOUMA,LA,29.57,-90.69,5,
20M,MACON MUNI,MACON,MS,33.133333,-88.535,238,122.7
20MI,DAY FIELD,NAPOLEON,MI,42.156667,-84.335,980,
20MO,ROYAL WOOD AERODROME,KEARNEY,MO,39.358333,-94.316667,860,
20N,KINGSTON-ULSTER,KINGSTON,NY,41.985,-73.963333,150,122.8
20ND,CROOKED LAKE AIRSTRIP,TURTLE LAKE,ND,47.653333,-100.89167,1900,
20NJ,ENZON SOUTH PLAINFIELD,SOUTH PLAINFIELD,NJ,40.555,-74.42,100,
20NY,MAJOR FIELD,BARKER,NY,43.323333,-78.57,350,
20OH,KRUGGEL,LITCHFIELD,OH,41.143333,-82.028333,1055,
20OI,MEDCENTER HOSPITAL,MARION,OH,40.57,-83.12,985,
20OK,WILL AND WILEY'S AERODROME,CLAREMORE,OK,36.325,-95.646667,700,
20PN,MSD LANDING AREA,WEST POINT,PA,40.213333,-75.308333,350,
20Q,LOMO,LIVE OAK,CA,39.225,-121.63833,65,
20R,CRYSTAL CITY MUNI,CRYSTAL CITY,TX,28.698333,-99.818333,608,122.9
20TA,LIFE FLIGHT,HOUSTON,TX,29.761667,-95.173333,26,
20TS,BAINS PRIVATE,BANDERA,TX,29.81,-99.068333,1420,
20TX,PHILLIPS FLYING RANCH,ROCKWALL,TX,32.866667,-96.225,500,123
20U,BEACH,BEACH,ND,46.923333,-103.97833,2752,122.8
20V,MC ELROY AIRFIELD,KREMMLING,CO,40.053333,-106.36833,7411,122.8
20VA,WOODFORD AIRPARK,BOWLING GREEN,VA,38.081667,-77.488333,245,
20W,GARLAND 'BRINKS',GARLAND,NC,34.768333,-78.375,125,
20WA,SKATTER CREEK,ROCHESTER,WA,46.825,-123.035,174,
20WI,HARJU,REDGRANITE,WI,44.021667,-89.08,800,
20X,INTRA COASTAL POLICE SUB-STATION,NORTH MIAMI BEACH,FL,25.916667,-80.15,6,
20XS,KLUTTS FIELD,CHISHOLM,TX,32.835,-96.378333,495,
20Y,PILOTS COVE,MONTICELLO,MN,45.318333,-93.776667,943,122.9
21A,SHELBY COUNTY,ALABASTER,AL,33.178333,-86.783333,584,122.7
21AK,MONTANA CREEK,TALKEETNA,AK,62.071667,-150.06833,250,
21CO,LOOKOUT CENTER PARKING LOT,GOLDEN,CO,39.735,-105.20667,5898,
21D,LAKE ELMO,ST PAUL,MN,44.9975,-92.8557,932,
21E,NEWMAN PEAK RANCH,PICACHO,AZ,32.736667,-111.44833,1642,
21F,JACKSBORO MUNI,JACKSBORO,TX,33.228333,-98.146667,1055,122.8
21FD,LAND'S FIELD,MARIANNA,FL,30.695,-85.31,100,
21FL,INTERNATIONAL PLACE,MIAMI,FL,25.771667,-80.191667,613,
21GA,HUMANA HOSPITAL-NEWNAN,NEWNAN,GA,33.393333,-84.816667,930,
21I,BELLVILLE DAM LANDING STRIP,LONG BOTTOM,OH,39.083333,-81.778333,591,
21II,THE KING'S DAUGHTERS',MADISON,IN,38.74,-85.381667,531,
21IS,DENNIS MEIER,BREESE,IL,38.611667,-89.495,435,
21KS,ST FRANCIS HOSPITAL & MEDICAL CE,TOPEKA,KS,39.056667,-95.696667,1114,
21L,MC DONNELL DOUGLAS SPACE SYSTEMS,HUNTINGTON BEACH,CA,33.748333,-118.05,65,
21LA,OCHSNER FOUNDATION HOSPITAL,NEW ORLEANS,LA,29.96,-90.145,5,
21M,LEUTH FLYING SERVICE,OKOLONA,MS,33.923333,-88.73,310,
